[2025-05-24T13:19:21.612+0000][gc,init] CardTable entry size: 512
[2025-05-24T13:48:02.123+0000][gc,heap     ] GC(53) Eden regions: 602->0(607)
[2025-05-24T13:48:02.123+0000][gc,heap     ] GC(53) Survivor regions: 12->7(77)
[2025-05-24T13:48:02.124+0000][gc,heap     ] GC(53) Old regions: 35->35
[2025-05-24T13:48:02.124+0000][gc,heap     ] GC(53) Humongous regions: 130->130
[2025-05-24T13:48:02.126+0000][gc,metaspace] GC(53) Metaspace: 17024K(17472K)->17024K(17472K) NonClass: 15105K(15296K)->15105K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:48:02.127+0000][gc          ] GC(53) Pause Young (Normal) (G1 Evacuation Pause) 777M->171M(1024M) 14.716ms
[2025-05-24T13:48:02.129+0000][gc,cpu      ] GC(53) User=0.03s Sys=0.01s Real=0.02s
[2025-05-24T13:48:39.470+0000][gc,start    ] GC(54) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:48:39.470+0000][gc,task     ] GC(54) Using 10 workers of 10 for evacuation
[2025-05-24T13:48:39.482+0000][gc,phases   ] GC(54)   Pre Evacuate Collection Set: 0.8ms
[2025-05-24T13:48:39.482+0000][gc,phases   ] GC(54)   Merge Heap Roots: 0.2ms
[2025-05-24T13:48:39.483+0000][gc,phases   ] GC(54)   Evacuate Collection Set: 9.2ms
[2025-05-24T13:48:39.483+0000][gc,phases   ] GC(54)   Post Evacuate Collection Set: 1.6ms
[2025-05-24T13:48:39.483+0000][gc,phases   ] GC(54)   Other: 0.4ms
[2025-05-24T13:48:39.483+0000][gc,heap     ] GC(54) Eden regions: 607->0(604)
[2025-05-24T13:48:39.483+0000][gc,heap     ] GC(54) Survivor regions: 7->10(77)
[2025-05-24T13:48:39.484+0000][gc,heap     ] GC(54) Old regions: 35->36
[2025-05-24T13:48:39.484+0000][gc,heap     ] GC(54) Humongous regions: 130->130
[2025-05-24T13:48:39.484+0000][gc,metaspace] GC(54) Metaspace: 17031K(17472K)->17031K(17472K) NonClass: 15112K(15296K)->15112K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:48:39.484+0000][gc          ] GC(54) Pause Young (Normal) (G1 Evacuation Pause) 778M->174M(1024M) 14.601ms
[2025-05-24T13:48:39.484+0000][gc,cpu      ] GC(54) User=0.08s Sys=0.00s Real=0.02s
[2025-05-24T13:49:19.283+0000][gc,start    ] GC(55) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:49:19.283+0000][gc,task     ] GC(55) Using 10 workers of 10 for evacuation
[2025-05-24T13:49:19.289+0000][gc,phases   ] GC(55)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:49:19.289+0000][gc,phases   ] GC(55)   Merge Heap Roots: 0.2ms
[2025-05-24T13:49:19.290+0000][gc,phases   ] GC(55)   Evacuate Collection Set: 4.0ms
[2025-05-24T13:49:19.290+0000][gc,phases   ] GC(55)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:49:19.290+0000][gc,phases   ] GC(55)   Other: 0.3ms
[2025-05-24T13:49:19.290+0000][gc,heap     ] GC(55) Eden regions: 604->0(604)
[2025-05-24T13:49:19.291+0000][gc,heap     ] GC(55) Survivor regions: 10->10(77)
[2025-05-24T13:49:19.291+0000][gc,heap     ] GC(55) Old regions: 36->36
[2025-05-24T13:49:19.291+0000][gc,heap     ] GC(55) Humongous regions: 130->130
[2025-05-24T13:49:19.291+0000][gc,metaspace] GC(55) Metaspace: 17034K(17472K)->17034K(17472K) NonClass: 15114K(15296K)->15114K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:49:19.291+0000][gc          ] GC(55) Pause Young (Normal) (G1 Evacuation Pause) 778M->174M(1024M) 8.743ms
[2025-05-24T13:49:19.292+0000][gc,cpu      ] GC(55) User=0.04s Sys=0.01s Real=0.01s
[2025-05-24T13:49:49.607+0000][gc,start    ] GC(56) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:49:49.607+0000][gc,task     ] GC(56) Using 10 workers of 10 for evacuation
[2025-05-24T13:49:49.614+0000][gc,phases   ] GC(56)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:49:49.614+0000][gc,phases   ] GC(56)   Merge Heap Roots: 0.2ms
[2025-05-24T13:49:49.614+0000][gc,phases   ] GC(56)   Evacuate Collection Set: 4.9ms
[2025-05-24T13:49:49.614+0000][gc,phases   ] GC(56)   Post Evacuate Collection Set: 1.1ms
[2025-05-24T13:49:49.615+0000][gc,phases   ] GC(56)   Other: 0.2ms
[2025-05-24T13:49:49.615+0000][gc,heap     ] GC(56) Eden regions: 604->0(602)
[2025-05-24T13:49:49.615+0000][gc,heap     ] GC(56) Survivor regions: 10->12(77)
[2025-05-24T13:49:49.615+0000][gc,heap     ] GC(56) Old regions: 36->36
[2025-05-24T13:49:49.616+0000][gc,heap     ] GC(56) Humongous regions: 130->130
[2025-05-24T13:49:49.616+0000][gc,metaspace] GC(56) Metaspace: 17035K(17472K)->17035K(17472K) NonClass: 15116K(15296K)->15116K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:49:49.616+0000][gc          ] GC(56) Pause Young (Normal) (G1 Evacuation Pause) 778M->177M(1024M) 9.213ms
[2025-05-24T13:49:49.616+0000][gc,cpu      ] GC(56) User=0.04s Sys=0.00s Real=0.01s
[2025-05-24T13:50:29.389+0000][gc,start    ] GC(57) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:50:29.390+0000][gc,task     ] GC(57) Using 10 workers of 10 for evacuation
[2025-05-24T13:50:29.396+0000][gc,phases   ] GC(57)   Pre Evacuate Collection Set: 0.7ms
[2025-05-24T13:50:29.396+0000][gc,phases   ] GC(57)   Merge Heap Roots: 0.2ms
[2025-05-24T13:50:29.396+0000][gc,phases   ] GC(57)   Evacuate Collection Set: 3.4ms
[2025-05-24T13:50:29.396+0000][gc,phases   ] GC(57)   Post Evacuate Collection Set: 1.2ms
[2025-05-24T13:50:29.397+0000][gc,phases   ] GC(57)   Other: 0.4ms
[2025-05-24T13:50:29.397+0000][gc,heap     ] GC(57) Eden regions: 602->0(605)
[2025-05-24T13:50:29.397+0000][gc,heap     ] GC(57) Survivor regions: 12->9(77)
[2025-05-24T13:50:29.397+0000][gc,heap     ] GC(57) Old regions: 36->37
[2025-05-24T13:50:29.397+0000][gc,heap     ] GC(57) Humongous regions: 130->130
[2025-05-24T13:50:29.398+0000][gc,metaspace] GC(57) Metaspace: 17041K(17472K)->17041K(17472K) NonClass: 15122K(15296K)->15122K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:50:29.398+0000][gc          ] GC(57) Pause Young (Normal) (G1 Evacuation Pause) 779M->174M(1024M) 8.479ms
[2025-05-24T13:50:29.398+0000][gc,cpu      ] GC(57) User=0.03s Sys=0.01s Real=0.01s
[2025-05-24T13:51:09.034+0000][gc,start    ] GC(58) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:51:09.035+0000][gc,task     ] GC(58) Using 10 workers of 10 for evacuation
[2025-05-24T13:51:09.048+0000][gc,phases   ] GC(58)   Pre Evacuate Collection Set: 1.2ms
[2025-05-24T13:51:09.049+0000][gc,phases   ] GC(58)   Merge Heap Roots: 0.4ms
[2025-05-24T13:51:09.049+0000][gc,phases   ] GC(58)   Evacuate Collection Set: 7.5ms
[2025-05-24T13:51:09.049+0000][gc,phases   ] GC(58)   Post Evacuate Collection Set: 3.2ms
[2025-05-24T13:51:09.050+0000][gc,phases   ] GC(58)   Other: 0.5ms
[2025-05-24T13:51:09.050+0000][gc,heap     ] GC(58) Eden regions: 605->0(606)
[2025-05-24T13:51:09.050+0000][gc,heap     ] GC(58) Survivor regions: 9->8(77)
[2025-05-24T13:51:09.051+0000][gc,heap     ] GC(58) Old regions: 37->37
[2025-05-24T13:51:09.051+0000][gc,heap     ] GC(58) Humongous regions: 130->130
[2025-05-24T13:51:09.051+0000][gc,metaspace] GC(58) Metaspace: 17045K(17472K)->17045K(17472K) NonClass: 15125K(15296K)->15125K(15296K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:51:09.052+0000][gc          ] GC(58) Pause Young (Normal) (G1 Evacuation Pause) 779M->174M(1024M) 17.522ms
[2025-05-24T13:51:09.052+0000][gc,cpu      ] GC(58) User=0.07s Sys=0.00s Real=0.01s
[2025-05-24T13:51:39.418+0000][gc,start    ] GC(59) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:51:39.418+0000][gc,task     ] GC(59) Using 10 workers of 10 for evacuation
[2025-05-24T13:51:39.428+0000][gc,phases   ] GC(59)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:51:39.428+0000][gc,phases   ] GC(59)   Merge Heap Roots: 0.2ms
[2025-05-24T13:51:39.429+0000][gc,phases   ] GC(59)   Evacuate Collection Set: 8.1ms
[2025-05-24T13:51:39.429+0000][gc,phases   ] GC(59)   Post Evacuate Collection Set: 1.3ms
[2025-05-24T13:51:39.429+0000][gc,phases   ] GC(59)   Other: 0.3ms
[2025-05-24T13:51:39.429+0000][gc,heap     ] GC(59) Eden regions: 606->0(604)
[2025-05-24T13:51:39.430+0000][gc,heap     ] GC(59) Survivor regions: 8->10(77)
[2025-05-24T13:51:39.430+0000][gc,heap     ] GC(59) Old regions: 37->37
[2025-05-24T13:51:39.430+0000][gc,heap     ] GC(59) Humongous regions: 130->130
[2025-05-24T13:51:39.430+0000][gc,metaspace] GC(59) Metaspace: 17095K(17536K)->17095K(17536K) NonClass: 15176K(15360K)->15176K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:51:39.430+0000][gc          ] GC(59) Pause Young (Normal) (G1 Evacuation Pause) 780M->176M(1024M) 12.947ms
[2025-05-24T13:51:39.431+0000][gc,cpu      ] GC(59) User=0.04s Sys=0.00s Real=0.01s
[2025-05-24T13:52:19.140+0000][gc,start    ] GC(60) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:52:19.140+0000][gc,task     ] GC(60) Using 10 workers of 10 for evacuation
[2025-05-24T13:52:19.147+0000][gc,phases   ] GC(60)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:52:19.147+0000][gc,phases   ] GC(60)   Merge Heap Roots: 0.2ms
[2025-05-24T13:52:19.147+0000][gc,phases   ] GC(60)   Evacuate Collection Set: 4.9ms
[2025-05-24T13:52:19.147+0000][gc,phases   ] GC(60)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:52:19.147+0000][gc,phases   ] GC(60)   Other: 0.3ms
[2025-05-24T13:52:19.148+0000][gc,heap     ] GC(60) Eden regions: 604->0(604)
[2025-05-24T13:52:19.149+0000][gc,heap     ] GC(60) Survivor regions: 10->10(77)
[2025-05-24T13:52:19.149+0000][gc,heap     ] GC(60) Old regions: 37->38
[2025-05-24T13:52:19.149+0000][gc,heap     ] GC(60) Humongous regions: 130->130
[2025-05-24T13:52:19.149+0000][gc,metaspace] GC(60) Metaspace: 17098K(17536K)->17098K(17536K) NonClass: 15178K(15360K)->15178K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:52:19.150+0000][gc          ] GC(60) Pause Young (Normal) (G1 Evacuation Pause) 780M->176M(1024M) 10.025ms
[2025-05-24T13:52:19.150+0000][gc,cpu      ] GC(60) User=0.04s Sys=0.01s Real=0.01s
[2025-05-24T13:52:49.493+0000][gc,start    ] GC(61) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:52:49.493+0000][gc,task     ] GC(61) Using 10 workers of 10 for evacuation
[2025-05-24T13:52:49.500+0000][gc,phases   ] GC(61)   Pre Evacuate Collection Set: 0.6ms
[2025-05-24T13:52:49.500+0000][gc,phases   ] GC(61)   Merge Heap Roots: 0.4ms
[2025-05-24T13:52:49.500+0000][gc,phases   ] GC(61)   Evacuate Collection Set: 4.3ms
[2025-05-24T13:52:49.501+0000][gc,phases   ] GC(61)   Post Evacuate Collection Set: 1.1ms
[2025-05-24T13:52:49.501+0000][gc,phases   ] GC(61)   Other: 0.3ms
[2025-05-24T13:52:49.501+0000][gc,heap     ] GC(61) Eden regions: 604->0(601)
[2025-05-24T13:52:49.501+0000][gc,heap     ] GC(61) Survivor regions: 10->13(77)
[2025-05-24T13:52:49.501+0000][gc,heap     ] GC(61) Old regions: 38->38
[2025-05-24T13:52:49.502+0000][gc,heap     ] GC(61) Humongous regions: 130->130
[2025-05-24T13:52:49.502+0000][gc,metaspace] GC(61) Metaspace: 17098K(17536K)->17098K(17536K) NonClass: 15178K(15360K)->15178K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:52:49.502+0000][gc          ] GC(61) Pause Young (Normal) (G1 Evacuation Pause) 780M->180M(1024M) 9.166ms
[2025-05-24T13:52:49.502+0000][gc,cpu      ] GC(61) User=0.05s Sys=0.00s Real=0.01s
[2025-05-24T13:53:29.237+0000][gc,start    ] GC(62) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:53:29.237+0000][gc,task     ] GC(62) Using 10 workers of 10 for evacuation
[2025-05-24T13:53:29.242+0000][gc,phases   ] GC(62)   Pre Evacuate Collection Set: 0.8ms
[2025-05-24T13:53:29.242+0000][gc,phases   ] GC(62)   Merge Heap Roots: 0.2ms
[2025-05-24T13:53:29.242+0000][gc,phases   ] GC(62)   Evacuate Collection Set: 2.9ms
[2025-05-24T13:53:29.242+0000][gc,phases   ] GC(62)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:53:29.243+0000][gc,phases   ] GC(62)   Other: 0.3ms
[2025-05-24T13:53:29.243+0000][gc,heap     ] GC(62) Eden regions: 601->0(605)
[2025-05-24T13:53:29.243+0000][gc,heap     ] GC(62) Survivor regions: 13->9(77)
[2025-05-24T13:53:29.243+0000][gc,heap     ] GC(62) Old regions: 38->39
[2025-05-24T13:53:29.243+0000][gc,heap     ] GC(62) Humongous regions: 130->130
[2025-05-24T13:53:29.244+0000][gc,metaspace] GC(62) Metaspace: 17124K(17536K)->17124K(17536K) NonClass: 15204K(15360K)->15204K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:53:29.244+0000][gc          ] GC(62) Pause Young (Normal) (G1 Evacuation Pause) 781M->176M(1024M) 7.220ms
[2025-05-24T13:53:29.244+0000][gc,cpu      ] GC(62) User=0.03s Sys=0.01s Real=0.00s
[2025-05-24T13:54:09.032+0000][gc,start    ] GC(63) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:54:09.032+0000][gc,task     ] GC(63) Using 10 workers of 10 for evacuation
[2025-05-24T13:54:09.037+0000][gc,phases   ] GC(63)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:54:09.037+0000][gc,phases   ] GC(63)   Merge Heap Roots: 0.2ms
[2025-05-24T13:54:09.037+0000][gc,phases   ] GC(63)   Evacuate Collection Set: 2.9ms
[2025-05-24T13:54:09.037+0000][gc,phases   ] GC(63)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:54:09.038+0000][gc,phases   ] GC(63)   Other: 0.3ms
[2025-05-24T13:54:09.038+0000][gc,heap     ] GC(63) Eden regions: 605->0(606)
[2025-05-24T13:54:09.038+0000][gc,heap     ] GC(63) Survivor regions: 9->8(77)
[2025-05-24T13:54:09.038+0000][gc,heap     ] GC(63) Old regions: 39->39
[2025-05-24T13:54:09.039+0000][gc,heap     ] GC(63) Humongous regions: 130->130
[2025-05-24T13:54:09.039+0000][gc,metaspace] GC(63) Metaspace: 17127K(17536K)->17127K(17536K) NonClass: 15207K(15360K)->15207K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:54:09.039+0000][gc          ] GC(63) Pause Young (Normal) (G1 Evacuation Pause) 781M->176M(1024M) 7.147ms
[2025-05-24T13:54:09.039+0000][gc,cpu      ] GC(63) User=0.01s Sys=0.02s Real=0.01s
[2025-05-24T13:54:39.390+0000][gc,start    ] GC(64) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:54:39.391+0000][gc,task     ] GC(64) Using 10 workers of 10 for evacuation
[2025-05-24T13:54:39.396+0000][gc,phases   ] GC(64)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:54:39.396+0000][gc,phases   ] GC(64)   Merge Heap Roots: 0.2ms
[2025-05-24T13:54:39.396+0000][gc,phases   ] GC(64)   Evacuate Collection Set: 3.5ms
[2025-05-24T13:54:39.397+0000][gc,phases   ] GC(64)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:54:39.397+0000][gc,phases   ] GC(64)   Other: 0.3ms
[2025-05-24T13:54:39.397+0000][gc,heap     ] GC(64) Eden regions: 606->0(602)
[2025-05-24T13:54:39.397+0000][gc,heap     ] GC(64) Survivor regions: 8->12(77)
[2025-05-24T13:54:39.397+0000][gc,heap     ] GC(64) Old regions: 39->39
[2025-05-24T13:54:39.398+0000][gc,heap     ] GC(64) Humongous regions: 130->130
[2025-05-24T13:54:39.398+0000][gc,metaspace] GC(64) Metaspace: 17128K(17536K)->17128K(17536K) NonClass: 15208K(15360K)->15208K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:54:39.398+0000][gc          ] GC(64) Pause Young (Normal) (G1 Evacuation Pause) 782M->179M(1024M) 7.574ms
[2025-05-24T13:54:39.398+0000][gc,cpu      ] GC(64) User=0.03s Sys=0.00s Real=0.01s
[2025-05-24T13:55:19.156+0000][gc,start    ] GC(65) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:55:19.156+0000][gc,task     ] GC(65) Using 10 workers of 10 for evacuation
[2025-05-24T13:55:19.163+0000][gc,phases   ] GC(65)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:55:19.163+0000][gc,phases   ] GC(65)   Merge Heap Roots: 0.2ms
[2025-05-24T13:55:19.163+0000][gc,phases   ] GC(65)   Evacuate Collection Set: 4.9ms
[2025-05-24T13:55:19.163+0000][gc,phases   ] GC(65)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:55:19.163+0000][gc,phases   ] GC(65)   Other: 0.3ms
[2025-05-24T13:55:19.164+0000][gc,heap     ] GC(65) Eden regions: 602->0(603)
[2025-05-24T13:55:19.164+0000][gc,heap     ] GC(65) Survivor regions: 12->11(77)
[2025-05-24T13:55:19.164+0000][gc,heap     ] GC(65) Old regions: 39->40
[2025-05-24T13:55:19.164+0000][gc,heap     ] GC(65) Humongous regions: 130->130
[2025-05-24T13:55:19.164+0000][gc,metaspace] GC(65) Metaspace: 17135K(17536K)->17135K(17536K) NonClass: 15216K(15360K)->15216K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:55:19.164+0000][gc          ] GC(65) Pause Young (Normal) (G1 Evacuation Pause) 781M->179M(1024M) 8.945ms
[2025-05-24T13:55:19.165+0000][gc,cpu      ] GC(65) User=0.00s Sys=0.05s Real=0.01s
[2025-05-24T13:55:49.516+0000][gc,start    ] GC(66) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:55:49.516+0000][gc,task     ] GC(66) Using 10 workers of 10 for evacuation
[2025-05-24T13:55:49.521+0000][gc,phases   ] GC(66)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:55:49.522+0000][gc,phases   ] GC(66)   Merge Heap Roots: 0.2ms
[2025-05-24T13:55:49.522+0000][gc,phases   ] GC(66)   Evacuate Collection Set: 3.5ms
[2025-05-24T13:55:49.522+0000][gc,phases   ] GC(66)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:55:49.522+0000][gc,phases   ] GC(66)   Other: 0.3ms
[2025-05-24T13:55:49.522+0000][gc,heap     ] GC(66) Eden regions: 603->0(604)
[2025-05-24T13:55:49.522+0000][gc,heap     ] GC(66) Survivor regions: 11->10(77)
[2025-05-24T13:55:49.523+0000][gc,heap     ] GC(66) Old regions: 40->40
[2025-05-24T13:55:49.523+0000][gc,heap     ] GC(66) Humongous regions: 130->130
[2025-05-24T13:55:49.523+0000][gc,metaspace] GC(66) Metaspace: 17139K(17536K)->17139K(17536K) NonClass: 15219K(15360K)->15219K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:55:49.523+0000][gc          ] GC(66) Pause Young (Normal) (G1 Evacuation Pause) 782M->179M(1024M) 7.252ms
[2025-05-24T13:55:49.523+0000][gc,cpu      ] GC(66) User=0.03s Sys=0.00s Real=0.01s
[2025-05-24T13:56:29.254+0000][gc,start    ] GC(67) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:56:29.254+0000][gc,task     ] GC(67) Using 10 workers of 10 for evacuation
[2025-05-24T13:56:29.259+0000][gc,phases   ] GC(67)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:56:29.259+0000][gc,phases   ] GC(67)   Merge Heap Roots: 0.2ms
[2025-05-24T13:56:29.259+0000][gc,phases   ] GC(67)   Evacuate Collection Set: 3.0ms
[2025-05-24T13:56:29.260+0000][gc,phases   ] GC(67)   Post Evacuate Collection Set: 0.9ms
[2025-05-24T13:56:29.260+0000][gc,phases   ] GC(67)   Other: 0.3ms
[2025-05-24T13:56:29.260+0000][gc,heap     ] GC(67) Eden regions: 604->0(605)
[2025-05-24T13:56:29.260+0000][gc,heap     ] GC(67) Survivor regions: 10->9(77)
[2025-05-24T13:56:29.260+0000][gc,heap     ] GC(67) Old regions: 40->40
[2025-05-24T13:56:29.260+0000][gc,heap     ] GC(67) Humongous regions: 130->130
[2025-05-24T13:56:29.260+0000][gc,metaspace] GC(67) Metaspace: 17139K(17536K)->17139K(17536K) NonClass: 15219K(15360K)->15219K(15360K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:56:29.261+0000][gc          ] GC(67) Pause Young (Normal) (G1 Evacuation Pause) 783M->178M(1024M) 6.653ms
[2025-05-24T13:56:29.261+0000][gc,cpu      ] GC(67) User=0.03s Sys=0.01s Real=0.01s
[2025-05-24T13:57:09.049+0000][gc,start    ] GC(68) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:57:09.049+0000][gc,task     ] GC(68) Using 10 workers of 10 for evacuation
[2025-05-24T13:57:09.054+0000][gc,phases   ] GC(68)   Pre Evacuate Collection Set: 0.3ms
[2025-05-24T13:57:09.054+0000][gc,phases   ] GC(68)   Merge Heap Roots: 0.2ms
[2025-05-24T13:57:09.054+0000][gc,phases   ] GC(68)   Evacuate Collection Set: 3.0ms
[2025-05-24T13:57:09.054+0000][gc,phases   ] GC(68)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:57:09.055+0000][gc,phases   ] GC(68)   Other: 0.3ms
[2025-05-24T13:57:09.055+0000][gc,heap     ] GC(68) Eden regions: 605->0(605)
[2025-05-24T13:57:09.055+0000][gc,heap     ] GC(68) Survivor regions: 9->9(77)
[2025-05-24T13:57:09.055+0000][gc,heap     ] GC(68) Old regions: 40->41
[2025-05-24T13:57:09.055+0000][gc,heap     ] GC(68) Humongous regions: 130->130
[2025-05-24T13:57:09.056+0000][gc,metaspace] GC(68) Metaspace: 17142K(17600K)->17142K(17600K) NonClass: 15222K(15424K)->15222K(15424K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:57:09.056+0000][gc          ] GC(68) Pause Young (Normal) (G1 Evacuation Pause) 783M->178M(1024M) 7.041ms
[2025-05-24T13:57:09.056+0000][gc,cpu      ] GC(68) User=0.03s Sys=0.00s Real=0.01s
[2025-05-24T13:57:39.414+0000][gc,start    ] GC(69) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:57:39.415+0000][gc,task     ] GC(69) Using 10 workers of 10 for evacuation
[2025-05-24T13:57:39.420+0000][gc,phases   ] GC(69)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:57:39.421+0000][gc,phases   ] GC(69)   Merge Heap Roots: 0.3ms
[2025-05-24T13:57:39.421+0000][gc,phases   ] GC(69)   Evacuate Collection Set: 3.6ms
[2025-05-24T13:57:39.421+0000][gc,phases   ] GC(69)   Post Evacuate Collection Set: 0.9ms
[2025-05-24T13:57:39.421+0000][gc,phases   ] GC(69)   Other: 0.4ms
[2025-05-24T13:57:39.421+0000][gc,heap     ] GC(69) Eden regions: 605->0(602)
[2025-05-24T13:57:39.421+0000][gc,heap     ] GC(69) Survivor regions: 9->12(77)
[2025-05-24T13:57:39.421+0000][gc,heap     ] GC(69) Old regions: 41->41
[2025-05-24T13:57:39.422+0000][gc,heap     ] GC(69) Humongous regions: 130->130
[2025-05-24T13:57:39.422+0000][gc,metaspace] GC(69) Metaspace: 17147K(17600K)->17147K(17600K) NonClass: 15227K(15424K)->15227K(15424K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:57:39.422+0000][gc          ] GC(69) Pause Young (Normal) (G1 Evacuation Pause) 783M->181M(1024M) 7.621ms
[2025-05-24T13:57:39.422+0000][gc,cpu      ] GC(69) User=0.04s Sys=0.01s Real=0.01s
[2025-05-24T13:58:19.149+0000][gc,start    ] GC(70) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:58:19.149+0000][gc,task     ] GC(70) Using 10 workers of 10 for evacuation
[2025-05-24T13:58:19.156+0000][gc,phases   ] GC(70)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:58:19.156+0000][gc,phases   ] GC(70)   Merge Heap Roots: 0.2ms
[2025-05-24T13:58:19.156+0000][gc,phases   ] GC(70)   Evacuate Collection Set: 5.3ms
[2025-05-24T13:58:19.157+0000][gc,phases   ] GC(70)   Post Evacuate Collection Set: 1.0ms
[2025-05-24T13:58:19.157+0000][gc,phases   ] GC(70)   Other: 0.4ms
[2025-05-24T13:58:19.157+0000][gc,heap     ] GC(70) Eden regions: 602->0(603)
[2025-05-24T13:58:19.157+0000][gc,heap     ] GC(70) Survivor regions: 12->11(77)
[2025-05-24T13:58:19.157+0000][gc,heap     ] GC(70) Old regions: 41->42
[2025-05-24T13:58:19.157+0000][gc,heap     ] GC(70) Humongous regions: 130->130
[2025-05-24T13:58:19.158+0000][gc,metaspace] GC(70) Metaspace: 17153K(17600K)->17153K(17600K) NonClass: 15233K(15424K)->15233K(15424K) Class: 1919K(2176K)->1919K(2176K)
[2025-05-24T13:58:19.158+0000][gc          ] GC(70) Pause Young (Normal) (G1 Evacuation Pause) 783M->182M(1024M) 9.406ms
[2025-05-24T13:58:19.158+0000][gc,cpu      ] GC(70) User=0.03s Sys=0.03s Real=0.01s
[2025-05-24T13:58:49.506+0000][gc,start    ] GC(71) Pause Young (Normal) (G1 Evacuation Pause)
[2025-05-24T13:58:49.507+0000][gc,task     ] GC(71) Using 10 workers of 10 for evacuation
[2025-05-24T13:58:49.512+0000][gc,phases   ] GC(71)   Pre Evacuate Collection Set: 0.4ms
[2025-05-24T13:58:49.512+0000][gc,phases   ] GC(71)   Merge Heap Roots: 0.2ms
[2025-05-24T13:58:49.512+0000][gc,phases   ] GC(71)   Evacuate Collection Set: 3.6ms
[2025-05-24T13:58:49.513+0000][gc,phases   ] GC(71)   Post Evacuate Collection Set: 0.9ms
[2025-05-24T13:58:49.513+0000][gc,phases   ] GC(71)   Other: 0.4ms
[2025-05-24T13:58:49.513+0000][gc,heap     ] GC(71) Eden regions: 603->0(603)
[2025-05-24T13:58:49.513+0000][gc,heap     ] GC(71) Survivor regions: 11->11(77)
[2025-05-24T13:58:49.513+0000][gc,heap     ] GC(71) Old regions: 42->42
[2025-05-24T13:58:49.513+0000][gc,heap     ] GC(71) Humongous regions: 130->130
[2025-05-24T13:58:49.513+0000][gc,metaspace] GC(71) Metaspace: 17156K(17600K)->17156K(17600K) NonClass: 15236K(15424K)->15236K(15424K) Class: 1919K(2176K)->1919K(2176K)
